# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Ax (m/s²),Ay (m/s²),Az (m/s²),e0,e1,e2,e3,ω1 (rad/s),ω2 (rad/s),ω3 (rad/s),Latitude (°),Longitude (°),Pressure (Pa)
0.000000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.792598,0.043246,0.005693,0.608182,0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.020000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000002,0.000003,0.000035,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.040000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000003,0.000005,0.000066,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.060000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000004,0.000007,0.000089,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.080000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000004,0.000008,0.000101,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.100000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000004,0.000007,0.000098,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.120000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000003,0.000006,0.000076,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.140000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000000,0.000001,0.000002,0.000032,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.160000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000000,-0.000002,-0.000003,-0.000038,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.180000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000000,-0.000006,-0.000010,-0.000127,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.200000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000000,-0.000009,-0.000016,-0.000216,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.220000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000001,-0.000013,-0.000022,-0.000286,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.240000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000001,-0.000014,-0.000024,-0.000318,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.260000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000001,-0.000013,-0.000022,-0.000294,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.280000,0.000000,0.000000,901.000000,0.000000,0.000000,0.000000,-0.000008,-0.000015,-0.000194,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.300000,0.000000,-0.000000,901.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.792598,0.043246,0.005693,0.608182,0.000000,0.000000,-0.000000,31.044839,-103.536106,90824.855506
0.320000,-0.000000,-0.000000,901.000000,-0.000000,-0.000000,-0.000001,0.000021,0.000036,0.000480,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.855506
0.340000,0.000002,0.000004,901.000054,0.000348,0.000603,0.007955,0.046147,0.079929,1.054932,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.854934
0.360000,0.000024,0.000042,901.000559,0.002029,0.003514,0.046375,0.122092,0.211470,2.791038,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.849639
0.380000,0.000099,0.000171,901.002261,0.005334,0.009239,0.121944,0.207858,0.360021,4.751664,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.831768
0.400000,0.000258,0.000447,901.005904,0.010444,0.018090,0.238754,0.302517,0.523974,6.915565,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.793526
0.420000,0.000540,0.000936,901.012353,0.017531,0.030365,0.400771,0.405060,0.701585,9.259716,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.725825
0.440000,0.000983,0.001703,901.022481,0.026771,0.046369,0.611989,0.518865,0.898701,11.861310,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.619493
0.460000,0.001627,0.002818,901.037198,0.038331,0.066392,0.876258,0.641537,1.111175,14.665603,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90824.464988
0.480000,0.002529,0.004380,901.057803,0.052386,0.090736,1.197554,0.766741,1.328034,17.527781,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90824.248679
0.500000,0.003739,0.006477,901.085481,0.069026,0.119557,1.577945,0.896070,1.552039,20.484259,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90823.958100
0.520000,0.005309,0.009195,901.121359,0.088327,0.152987,2.019171,1.034905,1.792509,23.658041,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90823.581441
0.540000,0.007292,0.012631,901.166704,0.110490,0.191374,2.525813,1.183204,2.049369,27.048186,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90823.105406
0.560000,0.009750,0.016887,901.222882,0.135708,0.235053,3.102298,1.340188,2.321273,30.636833,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90822.515624
0.580000,0.012745,0.022075,901.291349,0.164146,0.284309,3.752390,1.505377,2.607396,34.413005,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90821.796843
0.600000,0.016344,0.028308,901.373622,0.195962,0.339417,4.479723,1.678430,2.907136,38.368989,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000000,31.044839,-103.536106,90820.933122
0.620000,0.020614,0.035704,901.471236,0.231315,0.400650,5.287896,1.859035,3.219938,42.497761,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000000,31.044839,-103.536106,90819.908342
0.640000,0.025625,0.044383,901.585782,0.270327,0.468220,6.179693,2.044949,3.541928,46.747975,-0.792598,0.043246,0.005693,0.608182,-0.000000,0.000000,0.000001,31.044839,-103.536106,90818.705805
0.660000,0.031451,0.054476,901.718985,0.313030,0.542184,7.155907,2.229232,3.861158,50.960341,-0.792598,0.043246,0.005693,0.608182,0.000000,-0.000000,-0.000001,31.044839,-103.536106,90817.307407
0.680000,0.038170,0.066112,901.872566,0.359424,0.622540,8.216486,2.408857,4.172338,55.066130,-0.792598,0.043246,0.005693,0.608182,0.000001,-0.000000,-0.000003,31.044840,-103.536106,90815.695070
0.700000,0.045852,0.079419,902.048193,0.409454,0.709197,9.360135,2.591524,4.488468,59.243963,-0.792598,0.043246,0.005693,0.608182,-0.000001,0.000001,0.000007,31.044840,-103.536106,90813.851289
0.720000,0.054572,0.094522,902.247527,0.463120,0.802149,10.586968,2.777444,4.810560,63.493579,-0.792598,0.043246,0.005693,0.608182,-0.000001,0.000001,0.000004,31.044840,-103.536105,90811.758617
0.740000,0.064402,0.111547,902.472236,0.520471,0.901468,11.898108,2.959288,5.126670,67.641465,-0.792598,0.043246,0.005693,0.608182,0.000008,-0.000007,-0.000038,31.044840,-103.536105,90809.399562
0.760000,0.075415,0.130623,902.723995,0.581445,1.007105,13.291801,3.135860,5.430468,71.694019,-0.792598,0.043246,0.005693,0.608182,-0.000008,0.000006,0.000037,31.044840,-103.536105,90806.756531
0.780000,0.087683,0.151871,903.004439,0.645937,1.118843,14.765836,3.310053,5.729499,75.697298,-0.792598,0.043246,0.005693,0.608182,-0.000028,0.000023,0.000137,31.044840,-103.536105,90803.812349
0.800000,0.101273,0.175410,903.315119,0.713829,1.236237,16.319297,3.487709,6.052541,79.637138,-0.792598,0.043246,0.005694,0.608182,0.000090,-0.000074,-0.000434,31.044841,-103.536105,90800.550748
0.820000,0.116256,0.201361,903.657632,0.785132,1.359493,17.951037,3.663659,6.376081,83.510652,-0.792598,0.043246,0.005694,0.608183,0.000234,-0.000194,-0.001133,31.044841,-103.536105,90796.954948
0.840000,0.132704,0.229850,904.033627,0.859960,1.489384,19.659577,3.823188,6.630503,87.330808,-0.792598,0.043246,0.005694,0.608182,0.000066,-0.000054,-0.000318,31.044841,-103.536105,90793.007643
0.860000,0.150686,0.260997,904.444683,0.938312,1.626125,21.443257,3.959935,6.787707,91.087422,-0.792599,0.043246,0.005693,0.608181,-0.000547,0.000452,0.002647,31.044841,-103.536104,90788.692271
0.880000,0.170251,0.294884,904.891939,1.019449,1.766478,23.299377,4.119653,7.078337,94.627834,-0.792599,0.043246,0.005693,0.608181,-0.000439,0.000363,0.002126,31.044842,-103.536104,90783.996852
0.900000,0.191446,0.331591,905.376512,1.102637,1.907297,25.224597,4.354537,7.768000,97.777940,-0.792595,0.043246,0.005695,0.608186,0.001498,-0.001240,-0.007251,31.044842,-103.536104,90778.909667
0.920000,0.214391,0.371334,905.901000,1.190090,2.060284,27.212863,4.577326,8.461938,100.703759,-0.792597,0.043246,0.005694,0.608184,0.000600,-0.000497,-0.002905,31.044842,-103.536104,90773.403448
0.940000,0.239139,0.414293,906.466114,1.282873,2.232090,29.257415,4.700354,8.713754,103.671392,-0.792678,0.043255,0.005653,0.608078,-0.006028,0.004967,0.029644,31.044843,-103.536103,90767.470724
0.960000,0.265744,0.460688,907.072139,1.378058,2.408317,31.357122,4.821652,8.907737,106.302717,-0.792964,0.043286,0.005512,0.607704,-0.013196,0.010823,0.066254,31.044843,-103.536103,90761.108506
0.980000,0.294279,0.510645,907.720682,1.475787,2.588146,33.507139,4.952930,9.070762,108.662064,-0.793481,0.043340,0.005262,0.607027,-0.020787,0.016995,0.106683,31.044844,-103.536103,90754.299920
1.000000,0.324796,0.564231,908.412707,1.576361,2.771076,35.703730,5.104673,9.215427,110.927538,-0.794250,0.043421,0.004896,0.606017,-0.028763,0.023477,0.151060,31.044844,-103.536103,90747.034850
1.020000,0.357358,0.621504,909.149119,1.680214,2.956739,37.945107,5.283502,9.347293,113.188124,-0.795296,0.043528,0.004407,0.604640,-0.037073,0.030260,0.199487,31.044845,-103.536102,90739.303789
1.040000,0.392035,0.682516,909.930820,1.787970,3.144952,40.232324,5.496373,9.471941,115.532636,-0.796640,0.043662,0.003791,0.602862,-0.045648,0.037331,0.252040,31.044845,-103.536102,90731.097274
1.060000,0.428912,0.747317,910.758738,1.900336,3.335553,42.566951,5.746134,9.588139,117.958663,-0.798305,0.043824,0.003040,0.600648,-0.054410,0.044671,0.308779,31.044846,-103.536101,90722.405565
1.080000,0.468089,0.815951,911.633829,2.018052,3.528322,44.950076,6.031495,9.688143,120.375901,-0.800311,0.044012,0.002152,0.597961,-0.063261,0.052257,0.369748,31.044846,-103.536101,90713.218611
1.100000,0.509681,0.888458,912.557056,2.141828,3.722884,47.380935,6.351977,9.766724,122.723442,-0.802679,0.044226,0.001121,0.594765,-0.072089,0.060055,0.434967,31.044847,-103.536101,90703.526324
1.120000,0.553815,0.964871,913.529361,2.272371,3.918790,49.857885,6.707737,9.820567,124.963012,-0.805428,0.044464,-0.000055,0.591020,-0.080768,0.068021,0.504433,31.044848,-103.536100,90693.318797
1.140000,0.600633,1.045211,914.551644,2.410393,4.115525,52.378564,7.099746,9.848848,127.085777,-0.808575,0.044721,-0.001378,0.586686,-0.089149,0.076098,0.578113,31.044848,-103.536100,90682.586587
1.160000,0.650293,1.129490,915.624762,2.556646,4.312594,54.940864,7.530402,9.853120,129.113970,-0.812133,0.044994,-0.002848,0.581722,-0.097074,0.084213,0.655942,31.044849,-103.536099,90671.320697
1.180000,0.702967,1.217710,916.749527,2.711919,4.509531,57.543070,8.002901,9.836603,131.090429,-0.816116,0.045278,-0.004463,0.576087,-0.104368,0.092273,0.737830,31.044850,-103.536099,90659.512600
1.200000,0.758843,1.309863,917.926720,2.876991,4.705865,60.183253,8.512917,9.795492,132.948912,-0.820533,0.045566,-0.006222,0.569739,-0.110850,0.100168,0.823659,31.044851,-103.536098,90647.154100
1.220000,0.818120,1.405936,919.157086,3.052603,4.901111,62.859030,9.053378,9.724137,134.590806,-0.825389,0.045850,-0.008118,0.562634,-0.116333,0.107765,0.913292,31.044852,-103.536097,90634.237374
1.240000,0.881019,1.505898,920.441286,3.239369,5.094717,65.566576,9.625210,9.627816,136.069475,-0.830685,0.046122,-0.010145,0.554728,-0.120630,0.114897,1.006552,31.044853,-103.536097,90620.755490
1.260000,0.947769,1.609712,921.779935,3.437870,5.286163,68.302126,10.230077,9.513699,137.461627,-0.836420,0.046372,-0.012290,0.545978,-0.123558,0.121377,1.103242,31.044853,-103.536096,90606.701977
1.280000,1.018614,1.717331,923.173566,3.648713,5.475131,71.063991,10.862716,9.383396,138.753490,-0.842585,0.046589,-0.014543,0.536340,-0.124963,0.126985,1.203140,31.044854,-103.536095,90592.071255
1.300000,1.093803,1.828701,924.622678,3.872454,5.661357,73.850772,11.516199,9.237753,139.915798,-0.849167,0.046763,-0.016886,0.525771,-0.124707,0.131489,1.306015,31.044855,-103.536094,90576.858070
1.320000,1.173598,1.943765,926.127741,4.109431,5.844578,76.659906,12.184599,9.080802,140.958391,-0.856150,0.046880,-0.019302,0.514227,-0.122706,0.134624,1.411621,31.044856,-103.536094,90561.057499
1.340000,1.258267,2.062462,927.689197,4.359881,6.024571,79.488713,12.861759,8.917376,141.899069,-0.863509,0.046931,-0.021769,0.501665,-0.118910,0.136122,1.519707,31.044858,-103.536093,90544.664902
1.360000,1.348081,2.184727,929.307412,4.623876,6.201267,82.335286,13.539552,8.752169,142.746531,-0.871216,0.046903,-0.024264,0.488043,-0.113348,0.135706,1.630015,31.044859,-103.536092,90527.676433
1.380000,1.443310,2.310492,930.982725,4.901391,6.374681,85.198068,14.210007,8.590429,143.516735,-0.879235,0.046787,-0.026761,0.473322,-0.106101,0.133109,1.742286,31.044860,-103.536091,90510.088529
1.400000,1.544222,2.439695,932.715445,5.192189,6.544981,88.076120,14.867603,8.439648,144.261992,-0.887523,0.046575,-0.029230,0.457461,-0.097358,0.128096,1.856262,31.044861,-103.536090,90491.897956
1.420000,1.651081,2.572274,934.505871,5.495938,6.712414,90.968892,15.505086,8.306522,145.019754,-0.896035,0.046257,-0.031644,0.440423,-0.087362,0.120461,1.971691,31.044862,-103.536089,90473.101565
1.440000,1.764140,2.708176,936.354301,5.812101,6.877376,93.876513,16.106702,8.192982,145.742925,-0.904714,0.045830,-0.033973,0.422172,-0.076458,0.110081,2.088342,31.044863,-103.536087,90453.696242
1.460000,1.883639,2.847356,938.261020,6.139792,7.040281,96.797855,16.655125,8.100708,146.378596,-0.913500,0.045292,-0.036187,0.402674,-0.065066,0.096917,2.205998,31.044865,-103.536086,90433.678970
1.480000,2.009797,2.989778,940.226293,6.477876,7.201618,99.731590,17.143790,8.036825,146.979627,-0.922326,0.044643,-0.038257,0.381899,-0.053665,0.081041,2.324452,31.044866,-103.536085,90413.046988
1.500000,2.142811,3.135416,942.250369,6.825141,7.362043,102.677931,17.573473,8.011194,147.660647,-0.931117,0.043887,-0.040159,0.359819,-0.042782,0.062655,2.443514,31.044867,-103.536084,90391.797681
1.520000,2.282852,3.284261,944.333513,7.180344,7.522371,105.638840,17.937364,8.028451,148.451934,-0.939794,0.043030,-0.041871,0.336409,-0.032962,0.042109,2.563018,31.044869,-103.536082,90369.928250
1.540000,2.430063,3.436318,946.476034,7.542005,7.683450,108.615870,18.216144,8.085885,149.258912,-0.948267,0.042081,-0.043374,0.311648,-0.024729,0.019914,2.682827,31.044870,-103.536080,90347.435471
1.560000,2.584557,3.591612,948.678256,7.908314,7.846084,111.609058,18.399650,8.183600,150.058341,-0.956444,0.041052,-0.044659,0.285519,-0.018549,-0.003264,2.802826,31.044871,-103.536079,90324.315931
1.580000,2.746406,3.750180,950.940499,8.277265,8.011061,114.617873,18.479207,8.320160,150.820568,-0.964225,0.039956,-0.045720,0.258011,-0.014783,-0.026616,2.922916,31.044873,-103.536077,90300.566277
1.600000,2.915643,3.912077,953.263063,8.646691,8.179117,117.641013,18.445338,8.490784,151.481327,-0.971502,0.038806,-0.046562,0.229117,-0.013641,-0.049215,3.043011,31.044874,-103.536075,90276.183358
1.620000,3.092254,4.077371,955.646216,9.014327,8.350907,120.676431,18.298638,8.692388,152.036869,-0.978165,0.037617,-0.047195,0.198836,-0.015146,-0.070055,3.163029,31.044876,-103.536074,90251.164360
1.640000,3.276182,4.246144,958.090188,9.378025,8.527042,123.722641,18.054066,8.925639,152.580187,-0.984095,0.036399,-0.047641,0.167175,-0.019100,-0.088117,3.282892,31.044877,-103.536072,90225.506865
1.660000,3.467329,4.418488,960.595190,9.735903,8.708091,126.779304,17.717192,9.182863,153.080439,-0.989169,0.035161,-0.047927,0.134148,-0.025056,-0.102431,3.402532,31.044879,-103.536070,90199.208628
1.680000,3.665564,4.594505,963.161426,10.086256,8.894500,129.845961,17.305376,9.459636,153.583960,-0.993261,0.033908,-0.048089,0.099775,-0.032361,-0.112151,3.521893,31.044880,-103.536068,90172.267696
1.700000,3.870722,4.774305,965.789099,10.427771,9.086579,132.922837,16.838075,9.748953,154.116082,-0.996239,0.032638,-0.048167,0.064089,-0.040114,-0.116662,3.640935,31.044882,-103.536065,90144.681410
1.720000,4.082613,4.958006,968.478414,10.759542,9.284474,136.010527,16.333200,10.039970,154.653612,-0.997969,0.031345,-0.048207,0.027131,-0.047253,-0.115643,3.759632,31.044884,-103.536063,90116.448153
1.740000,4.301037,5.145722,971.229589,11.081011,9.488100,139.108909,15.812510,10.321701,155.182421,-0.998315,0.030013,-0.048255,-0.011050,-0.052657,-0.109135,3.877966,31.044885,-103.536061,90087.567496
1.760000,4.525787,5.337566,974.042835,11.392082,9.697155,142.217352,15.296821,10.580627,155.651836,-0.997140,0.028621,-0.048357,-0.050392,-0.055219,-0.097594,3.995928,31.044887,-103.536058,90058.026893
1.780000,4.756657,5.533640,976.918342,11.693143,9.911096,145.334855,14.814560,10.807314,156.076705,-0.994305,0.027141,-0.048552,-0.090824,-0.054000,-0.081885,4.113510,31.044889,-103.536056,90027.848127
1.800000,4.993455,5.734037,979.856286,11.985115,10.129198,148.460719,14.396770,10.997440,156.521952,-0.989672,0.025541,-0.048871,-0.132261,-0.048343,-0.063244,4.230711,31.044891,-103.536054,89997.335114
1.820000,5.236014,5.938830,982.856834,12.269519,10.350689,151.595556,14.060081,11.145947,156.967664,-0.983106,0.023784,-0.049337,-0.174610,-0.037938,-0.043182,4.347538,31.044892,-103.536051,89967.264373
1.840000,5.484200,6.148080,985.920166,12.548205,10.574652,154.739166,13.827940,11.242137,157.387437,-0.974470,0.021834,-0.049958,-0.217763,-0.022770,-0.023250,4.464003,31.044894,-103.536048,89936.931091
1.860000,5.737920,6.361826,989.046457,12.823450,10.799996,157.891062,13.722877,11.280693,157.797454,-0.963634,0.019656,-0.050730,-0.261602,-0.003424,-0.005135,4.580122,31.044896,-103.536046,89905.880377
1.880000,5.997133,6.580082,992.235866,13.097995,11.025522,161.051129,13.756841,11.261798,158.210210,-0.950469,0.017219,-0.051632,-0.305994,0.018691,0.009487,4.695914,31.044898,-103.536043,89874.200978
1.900000,6.261854,6.802840,995.488559,13.374670,11.250115,164.219604,13.934523,11.188808,158.639151,-0.934852,0.014505,-0.052627,-0.350795,0.041876,0.019429,4.811404,31.044900,-103.536040,89841.893337
1.920000,6.532153,7.030073,998.804706,13.656275,11.472744,167.396613,14.249379,11.066130,159.063014,-0.916666,0.011508,-0.053667,-0.395849,0.064141,0.024057,4.926619,31.044902,-103.536037,89808.955482
1.940000,6.808154,7.261731,1002.184471,13.945357,11.692450,170.581274,14.680136,10.897243,159.396092,-0.895802,0.008238,-0.054690,-0.440983,0.083349,0.023375,5.041583,31.044904,-103.536035,89775.385737
1.960000,7.090029,7.497747,1005.627991,14.244042,11.908425,173.771871,15.204245,10.694145,159.640120,-0.872157,0.004719,-0.055630,-0.486015,0.097494,0.018082,5.156317,31.044906,-103.536032,89741.182737
1.980000,7.377987,7.738041,1009.135369,14.553911,12.120119,176.966621,15.792419,10.472223,159.811678,-0.845642,0.000993,-0.056418,-0.530747,0.104991,0.009546,5.270831,31.044909,-103.536029,89706.345462
2.000000,7.672262,7.982524,1012.706672,14.875868,12.327299,180.163906,16.406621,10.246899,159.902147,-0.816175,-0.002883,-0.056991,-0.574969,0.104930,-0.000355,5.385120,31.044911,-103.536025,89670.873254
2.020000,7.973098,8.231105,1016.341929,15.209988,12.530041,183.361729,17.001253,10.031842,159.866389,-0.783692,-0.006839,-0.057293,-0.618455,0.097260,-0.009483,5.499176,31.044913,-103.536022,89634.765816
2.040000,8.280731,8.483700,1020.041125,15.555443,12.728703,186.557461,17.531427,9.841287,159.680070,-0.748139,-0.010801,-0.057283,-0.660968,0.082863,-0.015768,5.612973,31.044915,-103.536019,89598.023298
2.060000,8.595375,8.740231,1023.804182,15.910449,12.923866,189.747163,17.948015,9.683559,159.254591,-0.709484,-0.014694,-0.056934,-0.702256,0.063493,-0.017527,5.726470,31.044918,-103.536016,89560.646476
2.080000,8.917194,9.000638,1027.630949,16.272523,13.116383,192.927441,18.233179,9.578134,158.744736,-0.667710,-0.018448,-0.056243,-0.742057,0.041589,-0.013854,5.839607,31.044920,-103.536012,89522.636855
2.100000,9.246301,9.264877,1031.521204,16.638671,13.307307,196.095636,18.353129,9.525095,158.056770,-0.622824,-0.022007,-0.055218,-0.780094,0.019912,-0.004790,5.952316,31.044922,-103.536009,89483.996633
2.120000,9.582745,9.532927,1035.474680,17.005568,13.497767,199.249387,18.307302,9.531265,157.302405,-0.574853,-0.025334,-0.053884,-0.816081,0.001127,0.008610,6.064518,31.044925,-103.536005,89444.728456
2.140000,9.926507,9.804792,1039.491078,17.369907,13.688914,202.387495,18.099828,9.592652,156.504094,-0.523854,-0.028413,-0.052275,-0.849722,-0.012629,0.024383,6.176139,31.044927,-103.536002,89404.835314
2.160000,10.277505,10.080494,1043.570071,17.728587,13.881754,205.509024,17.745138,9.697786,155.646019,-0.469907,-0.031250,-0.050428,-0.880715,-0.020134,0.039943,6.287118,31.044930,-103.535998,89364.320432
2.180000,10.635597,10.360077,1047.711322,18.078973,14.077042,208.613133,17.275751,9.833515,154.758920,-0.413126,-0.033873,-0.048378,-0.908752,-0.021307,0.052518,6.397400,31.044932,-103.535994,89323.187174
2.200000,11.000598,10.643594,1051.914473,18.419124,14.275190,211.698898,16.728354,9.979494,153.807579,-0.353651,-0.036325,-0.046149,-0.933527,-0.017244,0.059664,6.506933,31.044935,-103.535991,89281.439087
2.220000,11.372289,10.931102,1056.179141,18.747897,14.476175,214.764543,16.145605,10.112791,152.741047,-0.291659,-0.038661,-0.043754,-0.954735,-0.010023,0.059761,6.615668,31.044937,-103.535987,89239.079982
2.240000,11.750441,11.222656,1060.504909,19.065162,14.679585,217.808439,15.585582,10.218516,151.633589,-0.227357,-0.040933,-0.041188,-0.972075,-0.002293,0.052393,6.723558,31.044940,-103.535983,89196.113995
2.260000,12.134828,11.518295,1064.891322,19.371731,14.884615,220.828641,15.084126,10.272844,150.367194,-0.160988,-0.043185,-0.038435,-0.985258,0.003272,0.038472,6.830549,31.044943,-103.535979,89152.545652
2.280000,12.525252,11.818043,1069.337880,19.669255,15.090146,223.822708,14.689144,10.268275,149.019236,-0.092825,-0.045442,-0.035466,-0.994009,0.004562,0.020150,6.936583,31.044945,-103.535975,89108.379906
2.300000,12.921557,12.121896,1073.844047,19.960193,15.294936,226.789102,14.430407,10.198472,147.601087,-0.023177,-0.047709,-0.032249,-0.998069,0.000545,0.000444,7.041605,31.044948,-103.535970,89063.622100
2.320000,13.323636,12.429825,1078.409241,20.247307,15.497589,229.725107,14.307534,10.054656,145.981295,0.047618,-0.049962,-0.028751,-0.997199,-0.008459,-0.017378,7.145560,31.044951,-103.535966,89018.277997
2.340000,13.731442,12.741775,1083.032824,20.533359,15.696717,232.627423,14.319739,9.846731,144.213302,0.119187,-0.052152,-0.024953,-0.991185,-0.020809,-0.030483,7.248381,31.044954,-103.535962,88972.353942
2.360000,14.144980,13.057663,1087.714091,20.820826,15.891142,235.492935,14.445173,9.588760,142.315985,0.191132,-0.054208,-0.020853,-0.979843,-0.033882,-0.037089,7.349995,31.044956,-103.535958,88925.856934
2.380000,14.564296,13.377385,1092.452283,21.111640,16.080051,238.319372,14.646138,9.298986,140.298599,0.263025,-0.056045,-0.016472,-0.963018,-0.044668,-0.036859,7.450324,31.044959,-103.535953,88878.794521
2.400000,14.989471,13.700826,1097.246579,21.406694,16.262924,241.102924,14.861297,8.990182,138.037462,0.334411,-0.057579,-0.011853,-0.940591,-0.050508,-0.030966,7.549286,31.044962,-103.535949,88831.174847
2.420000,15.420590,14.027864,1102.096107,21.706086,16.439801,243.842151,15.072027,8.703917,135.874615,0.404813,-0.058731,-0.007059,-0.912484,-0.049773,-0.021779,7.646801,31.044965,-103.535944,88783.006583
2.440000,15.857734,14.358382,1106.999962,22.008864,16.611113,246.535547,15.192456,8.437014,133.460867,0.473732,-0.059442,-0.002166,-0.878658,-0.042300,-0.012246,7.742799,31.044968,-103.535940,88734.298702
2.460000,16.300951,14.692277,1111.957206,22.313058,16.777555,249.180727,15.205757,8.217390,131.034984,0.540654,-0.059674,0.002746,-0.839122,-0.029485,-0.005130,7.837208,31.044971,-103.535935,88685.060541
2.480000,16.750247,15.029460,1116.966870,22.616234,16.940160,251.777435,15.089387,8.054016,128.633044,0.605048,-0.059417,0.007602,-0.793934,-0.013954,-0.002264,7.929966,31.044974,-103.535930,88635.301706
2.500000,17.205574,15.369865,1122.027979,22.915582,17.100002,254.325128,14.823116,7.939297,126.139159,0.666375,-0.058681,0.012344,-0.743203,0.001090,-0.004078,8.021028,31.044977,-103.535925,88585.031901
2.520000,17.666825,15.713447,1127.139535,23.208196,17.257998,256.822071,14.415910,7.864253,123.534852,0.724095,-0.057496,0.016934,-0.687093,0.012693,-0.009499,8.110346,31.044980,-103.535921,88534.261017
2.540000,18.133840,16.060177,1132.300511,23.491576,17.414845,259.266641,13.904669,7.819844,120.901844,0.777666,-0.055897,0.021356,-0.625827,0.018910,-0.016281,8.197875,31.044983,-103.535916,88482.999276
2.560000,18.606417,16.410036,1137.509848,23.764026,17.570966,261.658087,13.332121,7.788709,118.250877,0.826558,-0.053919,0.025614,-0.559682,0.019303,-0.021683,8.283572,31.044987,-103.535911,88431.257177
2.580000,19.084328,16.763011,1142.766492,24.024929,17.726504,263.997546,12.758974,7.759752,115.710728,0.870254,-0.051587,0.029724,-0.488999,0.014984,-0.023273,8.367403,31.044990,-103.535906,88379.045196
