# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Ax (m/s²),Ay (m/s²),Az (m/s²),e0,e1,e2,e3,ω1 (rad/s),ω2 (rad/s),ω3 (rad/s),Latitude (°),Longitude (°),Pressure (Pa)
117.680000,345.214085,792.099171,2179.623418,-3.710545,4.019920,-20.487535,-0.029972,-0.004852,0.017007,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051961,-103.532484,78553.945292
117.700000,345.139866,792.179568,2179.213673,-3.711144,4.019823,-20.487195,-0.029972,-0.004852,0.017006,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051961,-103.532485,78557.540132
117.720000,345.065636,792.259964,2178.803936,-3.711743,4.019726,-20.486855,-0.029971,-0.004852,0.017005,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051962,-103.532486,78561.134914
117.740000,344.991393,792.340357,2178.394205,-3.712342,4.019628,-20.486515,-0.029971,-0.004851,0.017004,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051963,-103.532487,78564.729635
117.760000,344.917138,792.420748,2177.984480,-3.712941,4.019531,-20.486175,-0.029970,-0.004851,0.017002,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051964,-103.532487,78568.324297
117.780000,344.842872,792.501138,2177.574763,-3.713540,4.019434,-20.485835,-0.029970,-0.004851,0.017001,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051964,-103.532488,78571.918900
117.800000,344.768593,792.581525,2177.165052,-3.714139,4.019336,-20.485495,-0.029969,-0.004850,0.017000,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051965,-103.532489,78575.513443
117.820000,344.694302,792.661911,2176.755349,-3.714738,4.019239,-20.485155,-0.029969,-0.004850,0.016999,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051966,-103.532490,78579.107927
117.840000,344.620000,792.742294,2176.345651,-3.715337,4.019142,-20.484815,-0.029968,-0.004850,0.016998,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051966,-103.532490,78582.702351
117.860000,344.545685,792.822676,2175.935961,-3.715936,4.019044,-20.484475,-0.029968,-0.004850,0.016996,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051967,-103.532491,78586.296716
117.880000,344.471359,792.903056,2175.526278,-3.716535,4.018947,-20.484136,-0.029967,-0.004849,0.016995,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051968,-103.532492,78589.891022
117.900000,344.397020,792.983434,2175.116601,-3.717134,4.018850,-20.483796,-0.029967,-0.004849,0.016994,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051969,-103.532493,78593.485268
117.920000,344.322670,793.063809,2174.706931,-3.717733,4.018753,-20.483456,-0.029966,-0.004849,0.016993,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051969,-103.532494,78597.079455
117.940000,344.248308,793.144183,2174.297268,-3.718332,4.018655,-20.483116,-0.029966,-0.004849,0.016992,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051970,-103.532494,78600.673583
117.960000,344.173933,793.224555,2173.887612,-3.718931,4.018558,-20.482776,-0.029965,-0.004848,0.016990,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051971,-103.532495,78604.267651
117.980000,344.099547,793.304925,2173.477962,-3.719530,4.018461,-20.482437,-0.029964,-0.004848,0.016989,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051971,-103.532496,78607.861660
118.000000,344.025148,793.385293,2173.068320,-3.720129,4.018363,-20.482097,-0.029964,-0.004848,0.016988,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051972,-103.532497,78611.455610
118.020000,343.950738,793.465659,2172.658684,-3.720728,4.018266,-20.481757,-0.029963,-0.004847,0.016987,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051973,-103.532498,78615.049500
118.040000,343.876316,793.546023,2172.249055,-3.721327,4.018169,-20.481418,-0.029963,-0.004847,0.016986,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051974,-103.532498,78618.643331
118.060000,343.801882,793.626386,2171.839432,-3.721926,4.018071,-20.481078,-0.029962,-0.004847,0.016984,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051974,-103.532499,78622.237103
118.080000,343.727435,793.706746,2171.429817,-3.722525,4.017974,-20.480738,-0.029962,-0.004847,0.016983,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051975,-103.532500,78625.830816
118.100000,343.652977,793.787104,2171.020208,-3.723123,4.017877,-20.480399,-0.029961,-0.004846,0.016982,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051976,-103.532501,78629.424469
118.120000,343.578507,793.867461,2170.610606,-3.723722,4.017780,-20.480059,-0.029961,-0.004846,0.016981,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051977,-103.532502,78633.018064
118.140000,343.504025,793.947815,2170.201011,-3.724321,4.017682,-20.479719,-0.029960,-0.004846,0.016980,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051977,-103.532502,78636.611599
118.160000,343.429530,794.028168,2169.791423,-3.724920,4.017585,-20.479380,-0.029960,-0.004845,0.016979,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051978,-103.532503,78640.205075
118.180000,343.355024,794.108518,2169.381841,-3.725519,4.017488,-20.479040,-0.029959,-0.004845,0.016977,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051979,-103.532504,78643.798492
118.200000,343.280506,794.188867,2168.972266,-3.726118,4.017391,-20.478701,-0.029959,-0.004845,0.016976,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051979,-103.532505,78647.391850
118.220000,343.205976,794.269213,2168.562698,-3.726717,4.017293,-20.478361,-0.029958,-0.004845,0.016975,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051980,-103.532505,78650.985149
118.240000,343.131434,794.349558,2168.153137,-3.727315,4.017196,-20.478022,-0.029958,-0.004844,0.016974,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051981,-103.532506,78654.578389
118.260000,343.056880,794.429901,2167.743582,-3.727914,4.017099,-20.477683,-0.029957,-0.004844,0.016973,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051982,-103.532507,78658.171570
118.280000,342.982314,794.510242,2167.334035,-3.728513,4.017001,-20.477343,-0.029957,-0.004844,0.016971,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051982,-103.532508,78661.764692
118.300000,342.907736,794.590580,2166.924494,-3.729112,4.016904,-20.477004,-0.029956,-0.004844,0.016970,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051983,-103.532509,78665.357754
118.320000,342.833146,794.670917,2166.514960,-3.729710,4.016807,-20.476664,-0.029956,-0.004843,0.016969,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051984,-103.532509,78668.950758
118.340000,342.758544,794.751252,2166.105432,-3.730309,4.016710,-20.476325,-0.029955,-0.004843,0.016968,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051984,-103.532510,78672.543703
118.360000,342.683930,794.831585,2165.695912,-3.730908,4.016612,-20.475986,-0.029955,-0.004843,0.016967,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051985,-103.532511,78676.136589
118.380000,342.609305,794.911916,2165.286398,-3.731507,4.016515,-20.475646,-0.029954,-0.004842,0.016965,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051986,-103.532512,78679.729416
118.400000,342.534667,794.992246,2164.876891,-3.732105,4.016418,-20.475307,-0.029954,-0.004842,0.016964,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051987,-103.532513,78683.322184
118.420000,342.460017,795.072573,2164.467391,-3.732704,4.016321,-20.474968,-0.029953,-0.004842,0.016963,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051987,-103.532513,78686.914893
118.440000,342.385355,795.152898,2164.057897,-3.733303,4.016223,-20.474629,-0.029952,-0.004842,0.016962,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051988,-103.532514,78690.507543
118.460000,342.310682,795.233221,2163.648410,-3.733902,4.016126,-20.474289,-0.029952,-0.004841,0.016961,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051989,-103.532515,78694.100135
118.480000,342.235996,795.313543,2163.238931,-3.734500,4.016029,-20.473950,-0.029951,-0.004841,0.016959,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051989,-103.532516,78697.692667
118.500000,342.161298,795.393862,2162.829457,-3.735099,4.015932,-20.473611,-0.029951,-0.004841,0.016958,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051990,-103.532517,78701.285141
118.520000,342.086588,795.474180,2162.419991,-3.735698,4.015834,-20.473272,-0.029950,-0.004841,0.016957,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051991,-103.532517,78704.877556
118.540000,342.011867,795.554495,2162.010531,-3.736296,4.015737,-20.472933,-0.029950,-0.004840,0.016956,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051992,-103.532518,78708.469912
118.560000,341.937133,795.634809,2161.601079,-3.736895,4.015640,-20.472594,-0.029949,-0.004840,0.016955,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051992,-103.532519,78712.062210
118.580000,341.862388,795.715120,2161.191633,-3.737494,4.015543,-20.472255,-0.029949,-0.004840,0.016953,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051993,-103.532520,78715.654448
118.600000,341.787630,795.795430,2160.782193,-3.738092,4.015445,-20.471916,-0.029948,-0.004840,0.016952,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051994,-103.532520,78719.246628
118.620000,341.712861,795.875738,2160.372761,-3.738691,4.015348,-20.471576,-0.029948,-0.004839,0.016951,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051995,-103.532521,78722.838750
118.640000,341.638079,795.956044,2159.963335,-3.739290,4.015251,-20.471237,-0.029947,-0.004839,0.016950,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051995,-103.532522,78726.430812
118.660000,341.563286,796.036347,2159.553916,-3.739888,4.015154,-20.470898,-0.029947,-0.004839,0.016949,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051996,-103.532523,78730.022816
118.680000,341.488480,796.116649,2159.144504,-3.740487,4.015056,-20.470560,-0.029946,-0.004839,0.016947,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051997,-103.532524,78733.614761
118.700000,341.413663,796.196949,2158.735099,-3.741085,4.014959,-20.470221,-0.029946,-0.004838,0.016946,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051997,-103.532524,78737.206648
118.720000,341.338834,796.277247,2158.325700,-3.741684,4.014862,-20.469882,-0.029945,-0.004838,0.016945,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051998,-103.532525,78740.798476
118.740000,341.263992,796.357543,2157.916308,-3.742283,4.014765,-20.469543,-0.029945,-0.004838,0.016944,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.051999,-103.532526,78744.390245
118.760000,341.189139,796.437838,2157.506923,-3.742881,4.014668,-20.469204,-0.029944,-0.004838,0.016943,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052000,-103.532527,78747.981956
118.780000,341.114274,796.518130,2157.097545,-3.743480,4.014570,-20.468865,-0.029944,-0.004837,0.016941,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052000,-103.532528,78751.573609
118.800000,341.039397,796.598420,2156.688173,-3.744078,4.014473,-20.468526,-0.029943,-0.004837,0.016940,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052001,-103.532528,78755.165202
118.820000,340.964508,796.678708,2156.278809,-3.744677,4.014376,-20.468187,-0.029942,-0.004837,0.016939,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052002,-103.532529,78758.756737
118.840000,340.889607,796.758995,2155.869451,-3.745275,4.014279,-20.467849,-0.029942,-0.004837,0.016938,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052002,-103.532530,78762.348214
118.860000,340.814693,796.839279,2155.460099,-3.745874,4.014181,-20.467510,-0.029941,-0.004836,0.016937,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052003,-103.532531,78765.939632
118.880000,340.739768,796.919562,2155.050755,-3.746472,4.014084,-20.467171,-0.029941,-0.004836,0.016936,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052004,-103.532532,78769.530992
118.900000,340.664831,796.999842,2154.641417,-3.747071,4.013987,-20.466832,-0.029940,-0.004836,0.016934,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052005,-103.532532,78773.122293
118.920000,340.589882,797.080121,2154.232086,-3.747669,4.013890,-20.466494,-0.029940,-0.004836,0.016933,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052005,-103.532533,78776.713536
118.940000,340.514921,797.160397,2153.822762,-3.748268,4.013793,-20.466155,-0.029939,-0.004836,0.016932,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052006,-103.532534,78780.304721
118.960000,340.439948,797.240672,2153.413445,-3.748866,4.013695,-20.465816,-0.029939,-0.004835,0.016931,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052007,-103.532535,78783.895847
118.980000,340.364964,797.320945,2153.004134,-3.749465,4.013598,-20.465478,-0.029938,-0.004835,0.016930,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052008,-103.532535,78787.486914
119.000000,340.289967,797.401216,2152.594830,-3.750063,4.013501,-20.465139,-0.029938,-0.004835,0.016928,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052008,-103.532536,78791.077924
119.020000,340.214958,797.481485,2152.185533,-3.750662,4.013404,-20.464801,-0.029937,-0.004835,0.016927,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052009,-103.532537,78794.668875
119.040000,340.139937,797.561752,2151.776243,-3.751260,4.013306,-20.464462,-0.029937,-0.004834,0.016926,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052010,-103.532538,78798.259767
119.060000,340.064904,797.642016,2151.366959,-3.751858,4.013209,-20.464123,-0.029936,-0.004834,0.016925,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052010,-103.532539,78801.850602
119.080000,339.989860,797.722280,2150.957683,-3.752457,4.013112,-20.463785,-0.029936,-0.004834,0.016924,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052011,-103.532539,78805.441378
119.100000,339.914803,797.802541,2150.548413,-3.753055,4.013015,-20.463446,-0.029935,-0.004834,0.016922,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052012,-103.532540,78809.032095
119.120000,339.839734,797.882800,2150.139149,-3.753654,4.012918,-20.463108,-0.029934,-0.004834,0.016921,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052013,-103.532541,78812.622755
119.140000,339.764654,797.963057,2149.729893,-3.754252,4.012820,-20.462770,-0.029934,-0.004833,0.016920,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052013,-103.532542,78816.213356
119.160000,339.689561,798.043312,2149.320643,-3.754850,4.012723,-20.462431,-0.029933,-0.004833,0.016919,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052014,-103.532543,78819.803899
119.180000,339.614457,798.123566,2148.911400,-3.755449,4.012626,-20.462093,-0.029933,-0.004833,0.016918,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052015,-103.532543,78823.394384
119.200000,339.539340,798.203817,2148.502164,-3.756047,4.012529,-20.461754,-0.029932,-0.004833,0.016916,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052015,-103.532544,78826.984811
119.220000,339.464212,798.284066,2148.092934,-3.756646,4.012432,-20.461416,-0.029932,-0.004832,0.016915,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052016,-103.532545,78830.575179
119.240000,339.389071,798.364314,2147.683712,-3.757244,4.012334,-20.461078,-0.029931,-0.004832,0.016914,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052017,-103.532546,78834.165490
119.260000,339.313919,798.444559,2147.274496,-3.757842,4.012237,-20.460739,-0.029931,-0.004832,0.016913,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052018,-103.532547,78837.755742
119.280000,339.238755,798.524803,2146.865286,-3.758441,4.012140,-20.460401,-0.029930,-0.004832,0.016912,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052018,-103.532547,78841.345936
119.300000,339.163578,798.605045,2146.456084,-3.759039,4.012043,-20.460063,-0.029930,-0.004832,0.016910,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052019,-103.532548,78844.936072
119.320000,339.088390,798.685284,2146.046888,-3.759637,4.011946,-20.459724,-0.029929,-0.004831,0.016909,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052020,-103.532549,78848.526150
119.340000,339.013190,798.765522,2145.637699,-3.760235,4.011849,-20.459386,-0.029929,-0.004831,0.016908,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052021,-103.532550,78852.116170
119.360000,338.937978,798.845758,2145.228517,-3.760834,4.011751,-20.459048,-0.029928,-0.004831,0.016907,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052021,-103.532550,78855.706132
119.380000,338.862754,798.925992,2144.819342,-3.761432,4.011654,-20.458710,-0.029928,-0.004831,0.016906,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052022,-103.532551,78859.296036
119.400000,338.787517,799.006224,2144.410173,-3.762030,4.011557,-20.458372,-0.029927,-0.004831,0.016905,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052023,-103.532552,78862.885882
119.420000,338.712269,799.086454,2144.001011,-3.762629,4.011460,-20.458034,-0.029926,-0.004831,0.016903,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052023,-103.532553,78866.475670
119.440000,338.637009,799.166682,2143.591856,-3.763227,4.011363,-20.457695,-0.029926,-0.004830,0.016902,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052024,-103.532554,78870.065400
119.460000,338.561737,799.246908,2143.182707,-3.763825,4.011265,-20.457357,-0.029925,-0.004830,0.016901,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052025,-103.532554,78873.655072
119.480000,338.486453,799.327132,2142.773566,-3.764423,4.011168,-20.457019,-0.029925,-0.004830,0.016900,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052026,-103.532555,78877.244686
119.500000,338.411158,799.407354,2142.364431,-3.765021,4.011071,-20.456681,-0.029924,-0.004830,0.016899,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052026,-103.532556,78880.834242
119.520000,338.335850,799.487575,2141.955303,-3.765620,4.010974,-20.456343,-0.029924,-0.004830,0.016897,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052027,-103.532557,78884.423740
119.540000,338.260530,799.567793,2141.546181,-3.766218,4.010877,-20.456005,-0.029923,-0.004829,0.016896,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052028,-103.532558,78888.013181
119.560000,338.185198,799.648010,2141.137067,-3.766816,4.010780,-20.455667,-0.029923,-0.004829,0.016895,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052028,-103.532558,78891.602563
119.580000,338.109854,799.728224,2140.727959,-3.767414,4.010682,-20.455329,-0.029922,-0.004829,0.016894,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052029,-103.532559,78895.191888
119.600000,338.034499,799.808437,2140.318858,-3.768012,4.010585,-20.454991,-0.029922,-0.004829,0.016893,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052030,-103.532560,78898.781155
119.620000,337.959131,799.888647,2139.909763,-3.768611,4.010488,-20.454653,-0.029921,-0.004829,0.016891,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052031,-103.532561,78902.370364
119.640000,337.883752,799.968856,2139.500676,-3.769209,4.010391,-20.454316,-0.029921,-0.004829,0.016890,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052031,-103.532562,78905.959516
119.660000,337.808360,800.049062,2139.091595,-3.769807,4.010294,-20.453978,-0.029920,-0.004828,0.016889,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052032,-103.532562,78909.548609
119.680000,337.732956,800.129267,2138.682521,-3.770405,4.010197,-20.453640,-0.029920,-0.004828,0.016888,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052033,-103.532563,78913.137645
119.700000,337.657541,800.209470,2138.273453,-3.771003,4.010100,-20.453302,-0.029919,-0.004828,0.016887,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052034,-103.532564,78916.726623
119.720000,337.582114,800.289671,2137.864392,-3.771601,4.010002,-20.452964,-0.029918,-0.004828,0.016886,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052034,-103.532565,78920.315544
119.740000,337.506674,800.369870,2137.455339,-3.772199,4.009905,-20.452626,-0.029918,-0.004828,0.016884,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052035,-103.532565,78923.904407
119.760000,337.431223,800.450067,2137.046291,-3.772797,4.009808,-20.452289,-0.029917,-0.004828,0.016883,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052036,-103.532566,78927.493212
119.780000,337.355760,800.530262,2136.637251,-3.773395,4.009711,-20.451951,-0.029917,-0.004828,0.016882,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052036,-103.532567,78931.081959
119.800000,337.280284,800.610455,2136.228217,-3.773994,4.009614,-20.451613,-0.029916,-0.004827,0.016881,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052037,-103.532568,78934.670649
119.820000,337.204797,800.690646,2135.819190,-3.774592,4.009517,-20.451276,-0.029916,-0.004827,0.016880,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052038,-103.532569,78938.259281
119.840000,337.129298,800.770835,2135.410170,-3.775190,4.009419,-20.450938,-0.029915,-0.004827,0.016878,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052039,-103.532569,78941.847856
119.860000,337.053787,800.851023,2135.001157,-3.775788,4.009322,-20.450600,-0.029915,-0.004827,0.016877,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052039,-103.532570,78945.436373
119.880000,336.978264,800.931208,2134.592150,-3.776386,4.009225,-20.450263,-0.029914,-0.004827,0.016876,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052040,-103.532571,78949.024832
119.900000,336.902729,801.011391,2134.183150,-3.776984,4.009128,-20.449925,-0.029914,-0.004827,0.016875,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052041,-103.532572,78952.613234
119.920000,336.827182,801.091573,2133.774157,-3.777582,4.009031,-20.449587,-0.029913,-0.004827,0.016874,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052041,-103.532573,78956.201579
119.940000,336.751623,801.171752,2133.365170,-3.778180,4.008934,-20.449250,-0.029913,-0.004827,0.016872,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052042,-103.532573,78959.789866
119.960000,336.676052,801.251930,2132.956191,-3.778778,4.008837,-20.448912,-0.029912,-0.004826,0.016871,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052043,-103.532574,78963.378095
119.980000,336.600469,801.332105,2132.547218,-3.779376,4.008740,-20.448575,-0.029911,-0.004826,0.016870,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052044,-103.532575,78966.966267
120.000000,336.524874,801.412279,2132.138251,-3.779974,4.008642,-20.448237,-0.029911,-0.004826,0.016869,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052044,-103.532576,78970.554382
120.020000,336.449267,801.492451,2131.729292,-3.780572,4.008545,-20.447900,-0.029910,-0.004826,0.016868,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052045,-103.532577,78974.142439
120.040000,336.373649,801.572621,2131.320339,-3.781170,4.008448,-20.447563,-0.029910,-0.004826,0.016867,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052046,-103.532577,78977.730438
120.060000,336.298018,801.652788,2130.911393,-3.781768,4.008351,-20.447225,-0.029909,-0.004826,0.016865,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052046,-103.532578,78981.318381
120.080000,336.222375,801.732954,2130.502454,-3.782366,4.008254,-20.446888,-0.029909,-0.004826,0.016864,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052047,-103.532579,78984.906266
120.100000,336.146721,801.813118,2130.093521,-3.782964,4.008157,-20.446550,-0.029908,-0.004826,0.016863,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052048,-103.532580,78988.494093
120.120000,336.071054,801.893280,2129.684595,-3.783561,4.008060,-20.446213,-0.029908,-0.004826,0.016862,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052049,-103.532581,78992.081863
120.140000,335.995376,801.973440,2129.275676,-3.784159,4.007963,-20.445876,-0.029907,-0.004825,0.016861,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052049,-103.532581,78995.669576
120.160000,335.919686,802.053599,2128.866764,-3.784757,4.007865,-20.445538,-0.029907,-0.004825,0.016859,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052050,-103.532582,78999.257232
120.180000,335.843983,802.133755,2128.457858,-3.785355,4.007768,-20.445201,-0.029906,-0.004825,0.016858,0.427803,-0.513332,0.743859,-0.011221,-0.466846,0.639118,0.593894,31.052051,-103.532583,79002.844830
